Subject ID,Slice Index,Haarpsi,VSI,VIF,NQM,Motion_Level,sequence
brain_AXT1_201_6002779,13,0.9855077813485182,0.9976,0.7812,34.32974073390042,1,t1
brain_AXT1_201_6002779,14,0.9684303150404558,0.997,0.6474,29.742325373615618,1,t1
brain_AXT1_201_6002779,15,0.9540161372596871,0.995,0.5953,26.430860472621006,1,t1
brain_AXT1_201_6002717,0,0.9884352488761946,0.9986,0.8691,40.23715604063253,1,t1
brain_AXT1_201_6002717,1,0.9929549674017896,0.9985,0.8559,36.068013126592845,1,t1
brain_AXT1_201_6002717,2,0.9776210910259462,0.9976,0.8341,30.152730498790824,1,t1
brain_AXT1_201_6002717,3,0.984322170410597,0.9979,0.8118,34.0670111475417,1,t1
brain_AXT1_201_6002717,4,0.9863435358160092,0.9983,0.8573,37.56835459763355,1,t1
brain_AXT1_201_6002717,5,0.9866048615432416,0.9981,0.8315,38.580619798645785,1,t1
brain_AXT1_201_6002717,6,0.9921214591896474,0.9983,0.8029,36.25746577882053,1,t1
brain_AXT1_201_6002717,7,0.9955151230843567,0.9993,0.8794,38.35128777494952,1,t1
brain_AXT1_201_6002717,8,0.9964383002879292,0.9993,0.9007,41.29205445076128,1,t1
brain_AXT1_201_6002717,9,0.97175375478166,0.9965,0.7304,32.49118778499172,1,t1
brain_AXT1_201_6002717,10,0.9794308066933948,0.9971,0.7276,35.48897036250838,1,t1
brain_AXT1_201_6002717,11,0.9424689162971016,0.9942,0.6742,29.18299865210552,1,t1
brain_AXT1_201_6002717,12,0.9735912575206552,0.9966,0.6975,34.28410284104141,1,t1
brain_AXT1_201_6002717,13,0.9792392069034777,0.9973,0.7003,33.48269757106911,1,t1
brain_AXT1_201_6002717,14,0.96486035508033,0.9955,0.5665,30.59041334210489,1,t1
brain_AXT1_201_6002717,15,0.915179362727669,0.9925,0.4785,21.710186757577222,1,t1
brain_AXT1PRE_210_6001891,0,0.9947726126155836,0.999,0.8889,42.22125281051266,1,t1
brain_AXT1PRE_210_6001891,1,0.9970115132245302,0.9994,0.8946,37.81819783614475,1,t1
brain_AXT1PRE_210_6001891,2,0.9959597849136256,0.9993,0.9251,46.115058063214974,1,t1
brain_AXT1PRE_210_6001891,3,0.9933025959814364,0.999,0.903,44.46106521017335,1,t1
brain_AXT1PRE_210_6001891,4,0.989554910066245,0.9985,0.8475,39.20332362291381,1,t1
brain_AXT1PRE_210_6001891,5,0.989474423133128,0.9987,0.8694,42.218229365786925,1,t1
brain_AXT1PRE_210_6001891,6,0.9978923828631702,0.9994,0.9162,44.73901466278683,1,t1
brain_AXT1PRE_210_6001891,7,0.996869342291529,0.9991,0.8636,41.27504335380436,1,t1
brain_AXT1PRE_210_6001891,8,0.9944535944397812,0.9991,0.8641,37.966907155972656,1,t1
brain_AXT1PRE_210_6001891,9,0.9956014751034205,0.9988,0.8276,41.2955044027825,1,t1
brain_AXT1PRE_210_6001891,10,0.9967693138337232,0.9991,0.8508,40.14955069434693,1,t1
brain_AXT1PRE_210_6001891,11,0.9939660622210856,0.9987,0.7912,39.93126114594596,1,t1
brain_AXT1PRE_210_6001891,12,0.9926990399159644,0.9985,0.7989,37.52808437399538,1,t1
brain_AXT1PRE_210_6001891,13,0.988223596218534,0.9977,0.7174,34.28800511061838,1,t1
brain_AXT1PRE_210_6001891,14,0.9947467826261236,0.9987,0.7543,36.678412378221125,1,t1
brain_AXT1PRE_210_6001891,15,0.9849448587003762,0.9971,0.6383,37.89295440788703,1,t1
brain_AXT1PRE_210_6001848,0,0.9945358562323352,0.9988,0.8644,35.2330614587489,1,t1
brain_AXT1PRE_210_6001848,1,0.9879594971274304,0.9983,0.858,40.78975347122185,1,t1
brain_AXT1PRE_210_6001848,2,0.997542529288229,0.9995,0.9193,39.61511016353975,1,t1
brain_AXT1PRE_210_6001848,3,0.9883649277439612,0.9985,0.8509,35.94040086321143,1,t1
brain_AXT1PRE_210_6001848,4,0.9977961275280136,0.9996,0.9215,41.846165751726105,1,t1
brain_AXT1PRE_210_6001848,5,0.9811171144481458,0.9983,0.8635,35.49466061677532,1,t1
brain_AXT1PRE_210_6001848,6,0.9943029586038382,0.9992,0.8879,42.611842482600494,1,t1
brain_AXT1PRE_210_6001848,7,0.996753423378286,0.9995,0.9312,42.35468917556071,1,t1
brain_AXT1PRE_210_6001848,8,0.993335907657788,0.999,0.8903,40.92349981790698,1,t1
brain_AXT1PRE_210_6001848,9,0.9894328390769048,0.9984,0.8171,39.298673395868015,1,t1
brain_AXT1PRE_210_6001848,10,0.9967240501739092,0.9991,0.8573,37.723482170162086,1,t1
brain_AXT1PRE_210_6001848,11,0.9878033825258424,0.998,0.7747,36.76071832829452,1,t1
brain_AXT1PRE_210_6001848,12,0.9927830249953506,0.9985,0.7854,40.21224744304323,1,t1
brain_AXT1PRE_210_6001848,13,0.9946742158172542,0.9987,0.8084,40.89242654514799,1,t1
brain_AXT1PRE_210_6001848,14,0.9934061422032636,0.9985,0.7452,39.13521583627872,1,t1
brain_AXT1PRE_210_6001848,15,0.9944944186414244,0.9988,0.8055,39.47418186286008,1,t1
brain_AXT1PRE_210_6001844,0,0.9980062390987282,0.9996,0.9563,47.29440935734399,1,t1
brain_AXT1PRE_210_6001844,1,0.9914454740665746,0.9989,0.8766,41.75291337519758,1,t1
brain_AXT1PRE_210_6001844,2,0.9963373360000994,0.9993,0.9194,43.29690264725747,1,t1
brain_AXT1PRE_210_6001844,3,0.9925160614238728,0.9993,0.9042,40.87858147173405,1,t1
brain_AXT1PRE_210_6001844,4,0.992490355315838,0.9989,0.8534,41.82033690240901,1,t1
brain_AXT1PRE_210_6001844,5,0.9866525394450578,0.9983,0.8399,41.68118343318064,1,t1
brain_AXT1PRE_210_6001844,6,0.9985770123067932,0.9998,0.957,46.70201209338757,1,t1
brain_AXT1PRE_210_6001844,7,0.9985173363748912,0.9996,0.9134,41.76774986420104,1,t1
brain_AXT1PRE_210_6001844,8,0.9971652086070442,0.9995,0.9048,42.35366002142154,1,t1
brain_AXT1PRE_210_6001844,9,0.9958862808238348,0.9992,0.8746,44.10848921444952,1,t1
brain_AXT1PRE_210_6001844,10,0.997412993822888,0.9994,0.8851,43.211414085215765,1,t1
brain_AXT1PRE_210_6001844,11,0.9954267052034366,0.9991,0.8541,41.12189521637585,1,t1
brain_AXT1PRE_210_6001844,12,0.993364739561303,0.9988,0.8048,39.440635763679154,1,t1
brain_AXT1PRE_210_6001844,13,0.9903918426213144,0.9988,0.8184,40.09035818233019,1,t1
brain_AXT1PRE_210_6001844,14,0.9975591747412595,0.9994,0.8684,42.892096826246046,1,t1
brain_AXT1PRE_210_6001844,15,0.9910074164757776,0.9981,0.7272,39.94689874468451,1,t1
brain_AXT1PRE_210_6001827,0,0.9908356525961776,0.9989,0.9003,42.969874990259655,1,t1
brain_AXT1PRE_210_6001827,1,0.9837952453254348,0.9981,0.8329,39.12879844055662,1,t1
brain_AXT1PRE_210_6001827,2,0.9980242592012551,0.9996,0.9263,42.23157014303303,1,t1
brain_AXT1PRE_210_6001827,3,0.9978456062889852,0.9995,0.9248,40.270170555271896,1,t1
brain_AXT1PRE_210_6001827,4,0.9804828731452504,0.9984,0.8433,36.71207857953441,1,t1
brain_AXT1PRE_210_6001827,5,0.9945045835510194,0.9989,0.8559,43.06465687902345,1,t1
brain_AXT1PRE_210_6001827,6,0.9964475998456596,0.9992,0.8837,37.731262716034095,1,t1
brain_AXT1PRE_210_6001827,7,0.9964456327334068,0.999,0.8659,43.32044041799194,1,t1
brain_AXT1PRE_210_6001827,8,0.9985450688617076,0.9996,0.9326,45.02054249593316,1,t1
brain_AXT1PRE_210_6001827,9,0.9984138591565196,0.9996,0.9107,39.88851478791885,1,t1
brain_AXT1PRE_210_6001827,10,0.9976356336388208,0.9995,0.9214,43.46089895397655,1,t1
brain_AXT1PRE_210_6001827,11,0.9971872380532634,0.9992,0.8432,40.95309521520985,1,t1
brain_AXT1PRE_210_6001827,12,0.9945911008745628,0.9986,0.7621,37.39461406697887,1,t1
brain_AXT1PRE_210_6001827,13,0.997297679346903,0.9993,0.8409,42.25787322954116,1,t1
brain_AXT1PRE_210_6001827,14,0.9956765936602572,0.9991,0.8269,42.20679668309926,1,t1
brain_AXT1PRE_210_6001827,15,0.9918404439666204,0.9985,0.7418,38.57615386829375,1,t1
brain_AXT1PRE_210_6001710,0,0.9826417069218312,0.998,0.8391,40.642083682518304,1,t1
brain_AXT1PRE_210_6001710,1,0.9981629309383616,0.9996,0.9155,44.94554056036886,1,t1
brain_AXT1PRE_210_6001710,2,0.9916841115225318,0.999,0.8899,37.36253140379521,1,t1
brain_AXT1PRE_210_6001710,3,0.9878576230317236,0.9987,0.8923,40.59069884239517,1,t1
brain_AXT1PRE_210_6001710,4,0.9922572242999044,0.9989,0.8911,43.07351280038984,1,t1
brain_AXT1PRE_210_6001710,5,0.9981076978376766,0.9996,0.9444,45.15128915428389,1,t1
brain_AXT1PRE_210_6001710,6,0.9915108849699878,0.9992,0.899,39.08459976179808,1,t1
brain_AXT1PRE_210_6001710,7,0.9965303205090568,0.9993,0.9069,42.38348988811886,1,t1
brain_AXT1PRE_210_6001710,8,0.9948831916599478,0.9992,0.8768,37.312220155967445,1,t1
brain_AXT1PRE_210_6001710,9,0.9955468657861508,0.9989,0.8731,40.56742507552017,1,t1
brain_AXT1PRE_210_6001710,10,0.9957253941560638,0.9991,0.8781,35.74258871753206,1,t1
brain_AXT1PRE_210_6001710,11,0.996741338873642,0.9995,0.8939,38.81701038717019,1,t1
brain_AXT1PRE_210_6001710,12,0.9966881828595068,0.9989,0.8259,41.73712599512707,1,t1
brain_AXT1PRE_210_6001710,13,0.998640862392738,0.9997,0.8993,37.172389651752205,1,t1
brain_AXT1PRE_210_6001710,14,0.9955473440647608,0.9994,0.9033,39.97404010629664,1,t1
brain_AXT1PRE_210_6001710,15,0.9980403032712988,0.9995,0.8706,43.37877332541494,1,t1
brain_AXT1PRE_210_6001684,0,0.9858936945707676,0.9984,0.8458,37.51597804028624,1,t1
brain_AXT1PRE_210_6001684,1,0.9912050634720796,0.9993,0.8989,36.768144757799874,1,t1
brain_AXT1PRE_210_6001684,2,0.99491588061994,0.9991,0.8691,40.95881158381837,1,t1
brain_AXT1PRE_210_6001684,3,0.9930163334592432,0.9995,0.9258,39.88414234873708,1,t1
brain_AXT1PRE_210_6001684,4,0.9968459196305816,0.9995,0.9165,41.92826245522412,1,t1
brain_AXT1PRE_210_6001684,5,0.9885202981325568,0.9989,0.8837,40.599030303976335,1,t1
brain_AXT1PRE_210_6001684,6,0.9904123593890632,0.9989,0.877,39.16056489080891,1,t1
brain_AXT1PRE_210_6001684,7,0.9963700566419698,0.9994,0.8877,41.49731986427359,1,t1
brain_AXT1PRE_210_6001684,8,0.9985961037527924,0.9998,0.953,44.38905059766071,1,t1
brain_AXT1PRE_210_6001684,9,0.9782197794143036,0.9974,0.7587,33.41414853196913,1,t1
brain_AXT1PRE_210_6001684,10,0.9910244998526954,0.9985,0.8253,38.747461965942406,1,t1
brain_AXT1PRE_210_6001684,11,0.9976587432771306,0.9996,0.9296,41.5244214450465,1,t1
brain_AXT1PRE_210_6001684,12,0.9823598647309564,0.9965,0.6839,36.25581952493596,1,t1
brain_AXT1PRE_210_6001684,13,0.9733508850998848,0.9961,0.5822,31.877323744681053,1,t1
brain_AXT1PRE_210_6001684,14,0.957158828298889,0.9942,0.5231,28.07210143242777,1,t1
brain_AXT1PRE_210_6001684,15,0.9208023145522184,0.9923,0.4476,25.66043802027845,1,t1
brain_AXT1PRE_210_6001656,0,0.982310720395894,0.9987,0.8548,37.29056486725654,1,t1
brain_AXT1PRE_210_6001656,1,0.9934136247900096,0.9988,0.874,45.230480663114776,1,t1
brain_AXT1PRE_210_6001656,2,0.9961166026307304,0.9991,0.8781,40.6716036266965,1,t1
brain_AXT1PRE_210_6001656,3,0.9899776695755746,0.9984,0.8482,38.89473926461468,1,t1
brain_AXT1PRE_210_6001656,4,0.9990289371804544,0.9997,0.9428,44.47507121776934,1,t1
brain_AXT1PRE_210_6001656,5,0.9930395307995362,0.999,0.882,35.24749171128714,1,t1
brain_AXT1PRE_210_6001656,6,0.9982193781063498,0.9996,0.9326,46.935327400337385,1,t1
brain_AXT1PRE_210_6001656,7,0.9993569941822528,0.9998,0.9574,46.18496891078527,1,t1
brain_AXT1PRE_210_6001656,8,0.9985128244103976,0.9996,0.9296,41.79763145457947,1,t1
brain_AXT1PRE_210_6001656,9,0.9989759416147088,0.9997,0.9406,47.3555238423948,1,t1
brain_AXT1PRE_210_6001656,10,0.9990893555779792,0.9997,0.9367,46.627869755823056,1,t1
brain_AXT1PRE_210_6001656,11,0.9972648398821028,0.9995,0.8875,43.45263619535734,1,t1
brain_AXT1PRE_210_6001656,12,0.9964928334788544,0.9992,0.8314,40.02964293253622,1,t1
brain_AXT1PRE_210_6001656,13,0.9964063361839168,0.999,0.8223,41.1876995604184,1,t1
brain_AXT1PRE_210_6001656,14,0.99176711954395,0.9982,0.7785,35.31409630757121,1,t1
brain_AXT1PRE_210_6001656,15,0.9989038047152612,0.9998,0.9258,45.4952631359624,1,t1
brain_AXT1PRE_209_6001470,0,0.9901774618668882,0.9986,0.8663,42.75318711609332,1,t1
brain_AXT1PRE_209_6001470,1,0.9978844079115016,0.9995,0.8938,40.46054078310977,1,t1
brain_AXT1PRE_209_6001470,2,0.9912220990315294,0.9983,0.8494,37.46828415797813,1,t1
brain_AXT1PRE_209_6001470,3,0.9971914921612194,0.9995,0.9364,44.87348077359712,1,t1
brain_AXT1PRE_209_6001470,4,0.990416753445742,0.9989,0.8633,39.22460008401436,1,t1
brain_AXT1PRE_209_6001470,5,0.9973117529006011,0.9996,0.9226,42.62726849814524,1,t1
brain_AXT1PRE_209_6001470,6,0.9953375657382582,0.9994,0.9056,43.0169197204352,1,t1
brain_AXT1PRE_209_6001470,7,0.9939438580110042,0.9994,0.9042,40.57905204737221,1,t1
brain_AXT1PRE_209_6001470,8,0.998770026060636,0.9997,0.9419,43.48591185469458,1,t1
brain_AXT1PRE_209_6001470,9,0.9965353492507704,0.9992,0.8887,44.339066222950414,1,t1
brain_AXT1PRE_209_6001470,10,0.9954549225781748,0.9992,0.8947,43.738325606870205,1,t1
brain_AXT1PRE_209_6001470,11,0.9931181702180406,0.9988,0.8615,42.67163931004501,1,t1
brain_AXT1PRE_209_6001470,12,0.9975544419105732,0.9993,0.8605,41.18505239527103,1,t1
brain_AXT1PRE_209_6001470,13,0.9968222085484958,0.9993,0.8615,43.80610318711692,1,t1
brain_AXT1PRE_209_6001470,14,0.9959224169624338,0.9989,0.8219,39.05325530450136,1,t1
brain_AXT1PRE_209_6001470,15,0.9888249198594462,0.9981,0.7667,37.120237571446125,1,t1
brain_AXT1PRE_209_6001324,0,0.9988524631694004,0.9998,0.9572,42.14645121583391,1,t1
brain_AXT1PRE_209_6001324,1,0.9959203617049278,0.9991,0.8875,39.07489304032272,1,t1
brain_AXT1PRE_209_6001324,2,0.9911151994896809,0.999,0.8821,39.083509080645634,1,t1
brain_AXT1PRE_209_6001324,3,0.9861790175960834,0.9983,0.8516,39.65063006134632,1,t1
brain_AXT1PRE_209_6001324,4,0.9934386466348842,0.9991,0.8815,41.57506763581416,1,t1
brain_AXT1PRE_209_6001324,5,0.998007326314357,0.9996,0.9196,44.32408542385549,1,t1
brain_AXT1PRE_209_6001324,6,0.9969087774617404,0.9994,0.9133,41.55376912498597,1,t1
brain_AXT1PRE_209_6001324,7,0.997735969807717,0.9995,0.9075,42.91500928827902,1,t1
brain_AXT1PRE_209_6001324,8,0.9948822711105734,0.9992,0.8678,40.526303982120425,1,t1
brain_AXT1PRE_209_6001324,9,0.9955223888358752,0.9993,0.8892,40.34967590806247,1,t1
brain_AXT1PRE_209_6001324,10,0.9967702073495284,0.9992,0.8398,40.82318547126758,1,t1
brain_AXT1PRE_209_6001324,11,0.9936221196101668,0.999,0.8405,38.12305764082686,1,t1
brain_AXT1PRE_209_6001324,12,0.9903841454825584,0.9981,0.7566,39.226567031518925,1,t1
brain_AXT1PRE_209_6001324,13,0.9950937433882012,0.9988,0.752,36.21340290572349,1,t1
brain_AXT1PRE_209_6001324,14,0.9896578755318838,0.9983,0.7768,38.81181335711163,1,t1
brain_AXT1PRE_209_6001324,15,0.9915175136908436,0.9985,0.7489,37.877438364140936,1,t1
brain_AXT1PRE_209_6001285,0,0.998912323950932,0.9997,0.9484,44.553396972590974,1,t1
brain_AXT1PRE_209_6001285,1,0.9916052891348216,0.9985,0.8787,39.17426733191546,1,t1
brain_AXT1PRE_209_6001285,2,0.9898744506006956,0.9985,0.8656,40.400540648903565,1,t1
brain_AXT1PRE_209_6001285,3,0.9975867215951256,0.9994,0.9296,45.662109237601726,1,t1
brain_AXT1PRE_209_6001285,4,0.9941640716268224,0.9991,0.8939,37.81287074452388,1,t1
brain_AXT1PRE_209_6001285,5,0.9934633291045968,0.9992,0.8933,41.64724083289218,1,t1
brain_AXT1PRE_209_6001285,6,0.9980562969394708,0.9997,0.94,44.45672535956742,1,t1
brain_AXT1PRE_209_6001285,7,0.9930021085780252,0.9991,0.8708,42.411999076761646,1,t1
brain_AXT1PRE_209_6001285,8,0.9980004584052652,0.9997,0.9429,46.90452798289393,1,t1
brain_AXT1PRE_209_6001285,9,0.9977315847561844,0.9994,0.867,43.119300774247066,1,t1
brain_AXT1PRE_209_6001285,10,0.998285738928058,0.9995,0.8893,43.39948519125858,1,t1
brain_AXT1PRE_209_6001285,11,0.9913724204178244,0.9985,0.7849,40.84429533735385,1,t1
brain_AXT1PRE_209_6001285,12,0.9948877529847724,0.9988,0.7877,40.78286253742674,1,t1
brain_AXT1PRE_209_6001285,13,0.9978059601134702,0.9995,0.873,42.41369333949326,1,t1
brain_AXT1PRE_209_6001285,14,0.9912490126701112,0.9979,0.7404,39.0097654713709,1,t1
brain_AXT1PRE_209_6001285,15,0.9952571203663908,0.9992,0.8248,41.67257222535064,1,t1
brain_AXT1PRE_209_6001235,0,0.9892473217395422,0.9985,0.8581,39.4330307533282,1,t1
brain_AXT1PRE_209_6001235,1,0.9926100007622992,0.9992,0.8864,37.83115854413916,1,t1
brain_AXT1PRE_209_6001235,2,0.998388152881191,0.9997,0.9423,45.62886617188683,1,t1
brain_AXT1PRE_209_6001235,3,0.9938555220603636,0.9991,0.879,42.38124094761746,1,t1
brain_AXT1PRE_209_6001235,4,0.996136900202384,0.9992,0.8633,42.492764276006376,1,t1
brain_AXT1PRE_209_6001235,5,0.9894398230730936,0.999,0.8674,40.01951871866094,1,t1
brain_AXT1PRE_209_6001235,6,0.9981877635908556,0.9996,0.9168,41.91440052470088,1,t1
brain_AXT1PRE_209_6001235,7,0.9940211216339938,0.9993,0.8991,41.4449664057307,1,t1
brain_AXT1PRE_209_6001235,8,0.9934241721361392,0.9989,0.8582,37.49975775484853,1,t1
brain_AXT1PRE_209_6001235,9,0.9940065719731384,0.9989,0.8479,40.05188596984116,1,t1
brain_AXT1PRE_209_6001235,10,0.9920490177095348,0.9987,0.834,38.96116958310061,1,t1
brain_AXT1PRE_209_6001235,11,0.9948735420106868,0.999,0.8801,43.3024777308365,1,t1
brain_AXT1PRE_209_6001235,12,0.9948053074525248,0.9987,0.7906,40.321332397910446,1,t1
brain_AXT1PRE_209_6001235,13,0.9965498429956092,0.9993,0.8573,41.87407236234903,1,t1
brain_AXT1PRE_209_6001235,14,0.9899075920726632,0.9977,0.7044,38.10813083491139,1,t1
brain_AXT1PRE_209_6001235,15,0.992776410420502,0.9985,0.7525,39.02272927048292,1,t1
brain_AXT1PRE_209_6001178,0,0.994638375455126,0.999,0.8683,43.31749783583163,1,t1
brain_AXT1PRE_209_6001178,1,0.9939756124311832,0.9988,0.8733,40.7932066326044,1,t1
brain_AXT1PRE_209_6001178,2,0.9909772768097758,0.9985,0.8479,39.06125167022429,1,t1
brain_AXT1PRE_209_6001178,3,0.9983026242688756,0.9996,0.9444,42.87729009814502,1,t1
brain_AXT1PRE_209_6001178,4,0.9978921879593406,0.9995,0.9225,44.665534936667626,1,t1
brain_AXT1PRE_209_6001178,5,0.9981320328151918,0.9995,0.9168,45.36764222092216,1,t1
brain_AXT1PRE_209_6001178,6,0.9982214136708928,0.9996,0.9084,44.72582260076798,1,t1
brain_AXT1PRE_209_6001178,7,0.9904301799835488,0.9987,0.8681,39.26547467969456,1,t1
brain_AXT1PRE_209_6001178,8,0.996759201569285,0.9992,0.8579,41.8553587708105,1,t1
brain_AXT1PRE_209_6001178,9,0.9963543676427304,0.9991,0.8661,40.81768022651672,1,t1
brain_AXT1PRE_209_6001178,10,0.9969639920003954,0.9994,0.8911,38.73719644062214,1,t1
brain_AXT1PRE_209_6001178,11,0.997281958482096,0.9994,0.8625,42.05551748656541,1,t1
brain_AXT1PRE_209_6001178,12,0.9943078190826458,0.9989,0.8339,39.945490126766416,1,t1
brain_AXT1PRE_209_6001178,13,0.9965817743988836,0.999,0.8253,40.371880092568034,1,t1
brain_AXT1PRE_209_6001178,14,0.9948246018853454,0.999,0.8388,42.232001409805456,1,t1
brain_AXT1PRE_209_6001178,15,0.993881447015658,0.9989,0.8505,41.090788876163096,1,t1
brain_AXT1PRE_209_6001122,0,0.9884186018975168,0.9987,0.8615,37.37415942611125,1,t1
brain_AXT1PRE_209_6001122,1,0.993304339719034,0.9989,0.8874,41.2661121393097,1,t1
brain_AXT1PRE_209_6001122,2,0.99651148183504,0.9994,0.9291,40.10652198852661,1,t1
brain_AXT1PRE_209_6001122,3,0.9923505688201312,0.9988,0.8947,41.79712551698164,1,t1
brain_AXT1PRE_209_6001122,4,0.9951144121703076,0.9993,0.9006,40.725244858946525,1,t1
brain_AXT1PRE_209_6001122,5,0.9901059312804256,0.9988,0.8586,39.78495827094711,1,t1
brain_AXT1PRE_209_6001122,6,0.9977946435181632,0.9995,0.9089,41.824678987907255,1,t1
brain_AXT1PRE_209_6001122,7,0.9940170018579838,0.9995,0.9351,40.60008839567189,1,t1
brain_AXT1PRE_209_6001122,8,0.9945494480191994,0.9988,0.8316,39.795583626127765,1,t1
brain_AXT1PRE_209_6001122,9,0.994842910050496,0.9989,0.8485,39.070033396673495,1,t1
brain_AXT1PRE_209_6001122,10,0.9912585729926228,0.9981,0.753,35.37250964102016,1,t1
brain_AXT1PRE_209_6001122,11,0.992088065107786,0.9982,0.7835,37.64815120986104,1,t1
brain_AXT1PRE_209_6001122,12,0.9944612039342032,0.9989,0.8237,38.17552688017433,1,t1
brain_AXT1PRE_209_6001122,13,0.9868386109148076,0.9977,0.6588,33.481915180187286,1,t1
brain_AXT1PRE_209_6001122,14,0.9717357069931628,0.9958,0.563,32.489011132727484,1,t1
brain_AXT1PRE_209_6001122,15,0.953117267844127,0.995,0.5046,29.31960554788392,1,t1
brain_AXT1PRE_203_6000860,0,0.9716817530656056,0.9968,0.7609,30.02112790330239,1,t1
brain_AXT1PRE_203_6000860,1,0.9947420636917924,0.999,0.8898,34.43315860420943,1,t1
brain_AXT1PRE_203_6000860,2,0.9897320546959824,0.9986,0.8789,37.52876876718278,1,t1
brain_AXT1PRE_203_6000860,3,0.9919425372539964,0.9989,0.8936,34.18345720942497,1,t1
brain_AXT1PRE_203_6000860,4,0.9965295645078666,0.9994,0.914,43.98130134067561,1,t1
brain_AXT1PRE_203_6000860,5,0.9884999721827368,0.9982,0.8433,37.129908652931874,1,t1
brain_AXT1PRE_203_6000860,6,0.9789171204803124,0.9979,0.8118,34.5100100066793,1,t1
brain_AXT1PRE_203_6000860,7,0.9967127453110106,0.9992,0.8548,40.73720303173262,1,t1
brain_AXT1PRE_203_6000860,8,0.9904018546389816,0.9981,0.8131,37.64620360606618,1,t1
brain_AXT1PRE_203_6000860,9,0.99557653548843,0.9992,0.8688,39.16245573858435,1,t1
brain_AXT1PRE_203_6000860,10,0.9844014622313448,0.9973,0.7754,37.76964350533093,1,t1
brain_AXT1PRE_203_6000860,11,0.9905730252759308,0.9979,0.7962,38.22109199399645,1,t1
brain_AXT1PRE_203_6000860,12,0.994321076459816,0.9986,0.8153,37.78367728207336,1,t1
brain_AXT1PRE_203_6000860,13,0.9954790137833508,0.9992,0.8448,37.09112413161777,1,t1
brain_AXT1PRE_203_6000860,14,0.9801935502787568,0.9971,0.6677,32.290790558803224,1,t1
brain_AXT1PRE_203_6000860,15,0.9797687202147372,0.9974,0.6393,33.55788867209706,1,t1
brain_AXT1PRE_203_6000862,0,0.9682064045003546,0.9968,0.7757,35.0854726077598,1,t1
brain_AXT1PRE_203_6000862,1,0.9915342216696856,0.9986,0.8723,40.35323292853954,1,t1
brain_AXT1PRE_203_6000862,2,0.9973298045771424,0.9995,0.9188,39.79964819131054,1,t1
brain_AXT1PRE_203_6000862,3,0.9950728738491216,0.9993,0.9132,43.94243631483855,1,t1
brain_AXT1PRE_203_6000862,4,0.993689091121922,0.999,0.8766,42.16129101942465,1,t1
